cuerpo,detalle,fecha,id,id_comision,id_legislatura,id_proyecto,tipo
CRR,Div.Comisiones envía a la Comisión. ASUNTOS INTERNACIONALES,2017-04-04,4795,73.0,6,134313,COMISION_ENTRADA
CRR,Se da cuenta en comisión. ASUNTOS INTERNACIONALES Nro. de Acta: 50.,2017-04-05,4796,73.0,6,134313,COMISION_ENTRADA
CRR,Tratamiento en comisión. ASUNTOS INTERNACIONALES Nro. de Acta: 50.  A propuesta del señor Representante Jaime Mario Trobo se acuerda incluir el proyecto de resolución como primer punto del orden del día de la próxima reunión.,2017-04-05,4797,73.0,6,134313,COMISION_TRATAMIENTO
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 51.  La Comisión pone a consideración el proyecto de resolución y se intercambian diferentes opiniones del mismo. Resolviendo postergar su tratamiento para tratarlo en la próxima reunión. Votación: seis en seis. Afirmativa. Unanimidad.,2017-05-03,4798,73.0,6,134313,COMISION_POSTERGA
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 53.  Votación: cinco en cinco. Afirmativa. Unanimidad.,2017-06-07,4799,73.0,6,134313,COMISION_POSTERGA
CRR,Tratamiento en comisión. ASUNTOS INTERNACIONALES Nro. de Acta: 54.  La Comisión resuelve por unanimidad de Miembros presentes que esta Carpeta siga integrando el Orden del día sin orden prioritario. Votación: cuatro en cuatro. Afirmativa.,2017-06-14,4800,73.0,6,134313,COMISION_TRATAMIENTO
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 55.  Votación: seis en seis. Afirmativa. Unanimidad.,2017-07-05,4801,73.0,6,134313,COMISION_POSTERGA
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 56.  Se vota por unanimidad de Miembros presentes: cuatro en cuatro. Afirmativa.,2017-07-12,4802,73.0,6,134313,COMISION_POSTERGA
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 57.  Votación: cuatro en cuatro. Afirmativa. Unanimidad de Miembros presentes,2017-08-16,4803,73.0,6,134313,COMISION_POSTERGA
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 60.  Votación: cuatro en cuatro. Afirmativa. Unanimidad.,2017-10-04,4804,73.0,6,134313,COMISION_POSTERGA
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 62.  Votación: cuatro en cuatro. Afirmativa. Unanimidad de Miembros presentes.,2017-10-11,4805,73.0,6,134313,COMISION_POSTERGA
CRR,Comisión posterga su tratamiento. ASUNTOS INTERNACIONALES Nro. de Acta: 63.  Votación: cuatro en cuatro. Afirmativa. Unanimidad de Miembros presentes.,2017-10-18,4806,73.0,6,134313,COMISION_POSTERGA
CRR,(Auto insertado) Entrada a CRR,2017-04-04,4807,,6,134313,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2017-05-16,4808,,6,134860,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:9 Diario:4099          SALUD PÚBLICA Y ASISTENCIA SOCIAL,2017-05-16,4809,218.0,6,134860,PASA_COMISION
CRR,"Se distribuye repartido. Rep.692/0   PDF    DR. HUGO CAMACHO. Designación a la Policlinica de Villa Ismael Cortina, departamento de Flores.",2017-05-16,4810,,6,134860,
CRR,Div.Comisiones envía a la Comisión. SALUD PÚBLICA Y ASISTENCIA SOCIAL,2017-05-16,4811,218.0,6,134860,COMISION_ENTRADA
CRR,Se da cuenta en comisión. SALUD PÚBLICA Y ASISTENCIA SOCIAL Nro. de Acta: 75.  Versión Taquigráfica: 1010,2017-05-17,4812,218.0,6,134860,COMISION_ENTRADA
CRR,Tratamiento en comisión. SALUD PÚBLICA Y ASISTENCIA SOCIAL Nro. de Acta: 106.  Versión Taquigráfica: 1510,2018-04-11,4813,218.0,6,134860,COMISION_TRATAMIENTO
CRR,"Comisión aprueba proyecto. SALUD PÚBLICA Y ASISTENCIA SOCIAL Nro. de Acta: 106.  Versión Taquigráfica: 1510 Informantes: -Informe escrito.. Informante: De León, Walter Votación: 4 votos en 4 UNANIMIDAD",2018-04-11,4814,218.0,6,134860,COMISION_APRUEBA
CRR,"Se distribuye repartido. Rep.692/1   PDF    Dr. HUGO CAMACHO. Designación a la Policlínica de Villa Ismael Cortina, departamento de Flores. Informe.",2018-10-03,4815,,6,134860,
CRR,Div.Comisiones eleva.,2018-10-03,4816,,6,134860,
CRR,Se da cuenta en sala informe de comisión. Tomo:0 Página:5 Diario:4193          SALUD PÚBLICA Y ASISTENCIA SOCIAL,2018-10-09,4817,218.0,6,134860,COMISION_INFORMA
CRR,"Discusión general. Tomo:0 Página:41 Diario:4202          Intervenciones: Berois Quinteros, Ricardo  Pag. ini:41 Pag. fin:42
De León, Walter  Pag. ini:41 Pag. fin:41
Ruiz, Juan Federico  Pag. ini:41 Pag. fin:41",2018-11-06,4818,2669.0,6,134860,CAMARA_DISCUSION
CRR,Discusión particular. Tomo:0 Página:42 Diario:4202,2018-11-06,4819,,6,134860,CAMARA_DISCUSION
CRR,C.RR. sanciona. Tomo:0 Página:42 Diario:4202,2018-11-06,4820,,6,134860,CAMARA_APRUEBA
CSS,Entrada a Cámara de Senadores.,2018-11-08,4821,,6,134860,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:589 Página:274 Diario:42          SALUD PÚBLICA,2018-11-13,4822,347.0,6,134860,PASA_COMISION
CSS,Se ordena distribuido. SALUD PÚBLICA Dist.2210/0,2018-11-29,4823,347.0,6,134860,
CRR,(Auto insertado) Entrada a CRR,2017-05-16,4824,,6,134860,CAMARA_ENTRADA
CSS,(Auto insertado) Entrada a CSS,2018-11-08,4825,,6,134860,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2017-05-16,4826,,6,134856,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:8 Diario:4099          CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2017-05-16,4827,75.0,6,134856,PASA_COMISION
CRR,"Se distribuye repartido. Rep.691/0   PDF    ZELMAR  MICHELINI. Designación a la Ruta Nacional Nº 109, que une la ciudad de Aiguá con la ciudad de Rocha",2017-05-16,4828,,6,134856,
CRR,"Div.Comisiones envía a la Comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2017-05-16,4829,75.0,6,134856,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 63.  Versión Taquigráfica: 999",2017-05-17,4830,75.0,6,134856,COMISION_ENTRADA
CRR,"Comisión aprueba proyecto. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 71.  Versión Taquigráfica: 1159 Informantes: -Informe escrito.. Informante: Alsina, Herman. Firmante: Correa, Catalina; Alonso, Jorge; Abdala, Pablo; Goñi Reyes, Rodrigo; Bottino, Cecilia; González, Pablo; Gelman, Macarena Se aprueba por unanimidad de presentes, sin modificaciones.",2017-08-16,4831,75.0,6,134856,COMISION_APRUEBA
CRR,"Div.Comisiones recibe de la Comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2017-09-11,4832,75.0,6,134856,
CRR,"Se distribuye repartido. Rep.691/1   PDF    ZELMAR  MICHELINI. Designación a la Ruta Nacional Nº 109, que une la ciudad de Aiguá con la ciudad de Rocha. Informe",2017-09-11,4833,,6,134856,
CRR,Div.Comisiones eleva.,2017-09-11,4834,,6,134856,
CRR,"Se da cuenta en sala informe de comisión. Tomo:0 Página:6 Diario:4122          CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2017-09-12,4835,75.0,6,134856,COMISION_INFORMA
CRR,"Discusión general. Tomo:0 Página:42 Diario:4129          Intervenciones: Asti, Alfredo  Pag. ini:46 Pag. fin:47
de los Santos Severgnini, Darcy Amaury  Pag. ini:43 Pag. fin:43
Mendiondo, Dari  Pag. ini:43 Pag. fin:46
Mier, Sergio  Pag. ini:48 Pag. fin:49
Posada, Iván  Pag. ini:42 Pag. fin:43
Rodríguez, Conrado  Pag. ini:47 Pag. fin:48
Umpiérrez, Alejo  Pag. ini:46 Pag. fin:46",2017-10-11,4836,5851.0,6,134856,CAMARA_DISCUSION
CRR,Discusión particular.,2017-10-11,4837,,6,134856,CAMARA_DISCUSION
CRR,C.RR. sanciona. Tomo:0 Página:49 Diario:4129,2017-10-11,4838,,6,134856,CAMARA_APRUEBA
CSS,Entrada a Cámara de Senadores.,2017-10-12,4839,,6,134856,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:572 Página:250 Diario:36          TRANSPORTE Y OBRAS PÚBLICAS,2017-10-17,4840,324.0,6,134856,PASA_COMISION
CSS,Se ordena distribuido. TRANSPORTE Y OBRAS PÚBLICAS Dist.1549/0,2017-10-26,4841,324.0,6,134856,
CSS,Se da cuenta en comisión. TRANSPORTE Y OBRAS PÚBLICAS Nro. de Acta: 30.  Versión Taquigráfica: 1583,2017-11-08,4842,324.0,6,134856,COMISION_ENTRADA
CSS,Tratamiento en comisión. TRANSPORTE Y OBRAS PÚBLICAS Nro. de Acta: 38.,2018-05-15,4843,324.0,6,134856,COMISION_TRATAMIENTO
CRR,(Auto insertado) Entrada a CRR,2017-05-16,4844,,6,134856,CAMARA_ENTRADA
CSS,(Auto insertado) Entrada a CSS,2017-10-12,4845,,6,134856,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2016-12-28,4846,,6,133330,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:8 Diario:4081          CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2016-12-28,4847,75.0,6,133330,PASA_COMISION
CRR,Se distribuye repartido. Rep.623/0   PDF    CÓDIGO DEL ADULTO MAYOR. Aprobación.,2016-12-28,4848,,6,133330,
CRR,"Div.Comisiones envía a la Comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2016-12-28,4849,75.0,6,133330,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 58.  Versión Taquigráfica: 898",2017-03-15,4850,75.0,6,133330,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 74.  Versión Taquigráfica: 1211 La Sociedad Uruguaya de Gerontología y Geriatría solicita audiencia.",2017-09-20,4851,75.0,6,133330,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 77.  Versión Taquigráfica: 1261 El Consejo Consultivo del Instituto Nacional de Personas Mayores remite nota.",2017-10-11,4852,75.0,6,133330,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 87.  Versión Taquigráfica: 1416 La Red Pro Cuidados solicita audiencia.",2018-02-28,4853,75.0,6,133330,COMISION_ENTRADA
CRR,(Auto insertado) Entrada a CRR,2016-12-28,4854,,6,133330,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2016-12-07,4855,,6,133071,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:88 Diario:4078          GANADERIA, AGRICULTURA Y PESCA",2016-12-07,4856,212.0,6,133071,PASA_COMISION
CRR,Recepción por parte de Div.Comisiones.,2016-12-07,4857,,6,133071,
CRR,Se distribuye repartido. Rep.609/0   PDF    SISTEMA OBLIGATORIO DE CERTIFICACIÓN DE CALIDAD EN DESTINO PARA EL ACEITE DE OLIVA IMPORTADO. Se solicita al Poder Ejecutivo la redacción de un Decreto para su instrumentación y aplicación,2016-12-07,4858,,6,133071,
CRR,"Div.Comisiones envía a la Comisión. GANADERIA, AGRICULTURA Y PESCA",2016-12-07,4859,212.0,6,133071,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. Tomo:0 Página:0 Diario:4079          GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 48.  Versión Taquigráfica: 856",2016-12-13,4860,212.0,6,133071,COMISION_ENTRADA
CRR,"Comisión aprueba proyecto. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 48.  Versión Taquigráfica: 856 Informantes: -Informe escrito.. Informante: Umpiérrez, Alejo Se lee el proyecto de minuta de comunicación. Se vota: 6 votos. Afirmativa. Unanimidad.
El señor Presidente mociona para que el Miembro Informante sea el señor Representante Alejo Umpiérrez. Se vota: 5 votos en 6. Afirmativa.",2016-12-13,4861,212.0,6,133071,COMISION_APRUEBA
CRR,"Moción de urgencia. Tomo:0 Página:75 Diario:4079          Votación: Afirmativo ( 75 en 77)  : Pasquet Iribarne, Ope; Posada Pagliotti, Iván Adán; Abdala Schwarz, Pablo Daniel; Niffouri Blanco, Amín; Verri Piriz, Walter Robinson; Civila López, Gonzalo Martín",2016-12-13,4862,,6,133071,CAMARA_URGENCIA
CRR,Antecedentes. Tomo:0 Página:74 Diario:4079,2016-12-13,4863,,6,133071,
CRR,Discusión. Tomo:0 Página:76 Diario:4079,2016-12-13,4864,,6,133071,CAMARA_DISCUSION
CRR,Se aprueba Minuta de Comunicación. Tomo:0 Página:76 Diario:4079,2016-12-13,4865,,6,133071,CAMARA_APRUEBA
CRR,Texto aprobado. Tomo:0 Página:75 Diario:4079,2016-12-13,4866,,6,133071,
CRR,Recepción por parte de Archivo.  Folios: 7,2017-01-02,4867,,6,133071,PASE_ARCHIVO
CRR,(Auto insertado) Entrada a CRR,2016-12-07,4868,,6,133071,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2016-09-14,4869,,6,131661,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:6 Diario:4059          GANADERIA, AGRICULTURA Y PESCA",2016-09-14,4870,212.0,6,131661,PASA_COMISION
CRR,Se distribuye repartido. Rep.555/0   PDF    FONDO DE INVESTIGACIÓN Y FOMENTO DE LA CARNE OVINA.Creación,2016-09-15,4871,,6,131661,
CRR,"Div.Comisiones envía a la Comisión. GANADERIA, AGRICULTURA Y PESCA",2016-09-15,4872,212.0,6,131661,COMISION_ENTRADA
CRR,"Tratamiento en comisión. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 42.  Versión Taquigráfica: 787 Se acuerda remitir el texto del proyecto de ley a las siguientes instituciones: SUL, INAC, Asociación Rural, Federación Rural, Cooperativa Agraria Federada, Comisión Nacional de Fomento Rural, INIA, Asociación de Razas Carniceras y MGAP.",2016-11-01,4873,212.0,6,131661,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 43.  Versión Taquigráfica: 796 Está presente el señor Representante Iván Posada, co-autor del proyecto de ley.
La Comisión recibe a la Comisión Nacional de Fomento Rural, integrada por los señores Secretario General Fernando López; Primer Secretario José Manuel Mesa y Tesorero Juan Mario Ambrosoni.
Asimismo, a una delegación de las Cooperativas Agrarias Federadas, integrada por su Presidenta, ingeniera agrónoma Virginia San Martín y el ingeniero agrónomo Diego Saavedra (Gerente General de la Central Lanera Uruguaya).",2016-11-08,4874,212.0,6,131661,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 44.  Versión Taquigráfica: 822 Se recibe a integrantes de la Asociación Rural del Uruguay señores, doctor Pablo Zerbino (Presidente), ingeniero agrónomo Gerardo García Pintos (Vicepresidente) e ingeniero agrónomo Gabriel Capurro (delegado de INAC). Los invitados se manifiestan sobre este proyecto de ley.
Asimismo, se recibe a la Federación Rural, delegación integrada por los Vocales, doctores Emilio Mangarelli y Octacilio Echanagusia e ingeniero agrónomo Guillermo Villa, quienes brindan su opinión sobre este proyecto de ley a estudio.",2016-11-15,4875,212.0,6,131661,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 45.  Versión Taquigráfica: 849 Se recibe a una delegación del Secretariado Uruguayo de la Lana, integrada por el ingeniero agrónomo Alejandro Gambetta (Presidente) el ingeniero agrónomo Valentín Javier Otero (Gerente Institucional), quienes se manifiestan sobre este proyecto de ley.",2016-11-16,4876,212.0,6,131661,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 46.  Versión Taquigráfica: 843 La Comisión recibe a la delegación del Instituto Nacional de Carnes, integrada por los señores: ingeniero Federico Stanham (Presidente); Ricardo Robaina (Gerente de Calidad); Daniel Cazet (Gerente de Contralor o Mercado Interno); ingeniero Jorge Acosta (Gerente de Información); economista Silvana Bonsignore (Gerente de Marketing) e ingeniero Rafael Sarno (Jefe de Articulación Inter Institucional). Los invitados se refieren al tema y hacen entrega de material.
En segunda instancia se recibe a la delegación de la Asociación de Razas Carniceras, integrada por los señores: Diego Ricetto (Presidente); Luis Nieto, Juan Pacheco y Norberto Paiva, quienes se manifiestan sobre el tema. Hacen entrega de material el cual se distribuye.",2016-12-06,4877,212.0,6,131661,COMISION_TRATAMIENTO
CRR,(Auto insertado) Entrada a CRR,2016-09-14,4878,,6,131661,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2016-07-05,4879,,6,130608,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:9 Diario:4041          GANADERIA, AGRICULTURA Y PESCA",2016-07-05,4880,212.0,6,130608,PASA_COMISION
CRR,Texto proyecto inicial. Tomo:0 Página:9 Diario:4041,2016-07-05,4881,,6,130608,
CRR,Recepción por parte de Div.Comisiones.,2016-07-06,4882,,6,130608,
CRR,"Se distribuye repartido. Rep.485/0   PDF    INSTITUTO NACIONAL DE BIENESTAR ANIMAL. Se crea como Unidad Ejecutora dependiente del Inciso 07 ""Ministerio de Ganadería, Agricultura y Pesca"".",2016-07-06,4883,,6,130608,
CRR,"Div.Comisiones envía a la Comisión. GANADERIA, AGRICULTURA Y PESCA",2016-07-06,4884,212.0,6,130608,COMISION_ENTRADA
CRR,"Tratamiento en comisión. GANADERIA, AGRICULTURA Y PESCA Nro. de Acta: 38.  Versión Taquigráfica: 757 El señor Representante Juan Federico Ruiz informa sobre la creación de una Comisión Especial en el seno del Parlamento, para el tratamiento de todos los proyectos de ley que tratan esta temática. Esta Asesora se muestra interesada en hacer el seguimiento del mismo a través de las versiones taquigráficas.",2016-09-13,4885,212.0,6,130608,COMISION_TRATAMIENTO
CRR,Rectificación del trámite. Tomo:0 Página:29 Diario:4059          ESPECIAL:SOBRE TENENCIA RESPONSABLE Y BIENESTAR ANIMAL,2016-09-14,4886,1121.0,6,130608,
CRR,"Div.Comisiones recibe de la Comisión. GANADERIA, AGRICULTURA Y PESCA",2016-09-15,4887,212.0,6,130608,
CRR,Div.Comisiones envía a la Comisión. ESPECIAL:SOBRE TENENCIA RESPONSABLE Y BIENESTAR ANIMAL,2016-09-15,4888,1121.0,6,130608,COMISION_ENTRADA
CRR,Se da cuenta en comisión. ESPECIAL:SOBRE TENENCIA RESPONSABLE Y BIENESTAR ANIMAL Nro. de Acta: 2.  Versión Taquigráfica: 767,2016-10-11,4889,1121.0,6,130608,COMISION_ENTRADA
CRR,Comisión anexa a carpeta CRR - 229/2015 ESPECIAL:SOBRE TENENCIA RESPONSABLE Y BIENESTAR ANIMAL Nro. de Acta: 17.  Versión Taquigráfica: 1499 Se anexa a la Carpeta n.º 229/2015.,2018-04-11,4890,1121.0,6,130608,
CRR,(Auto insertado) Entrada a CRR,2016-07-05,4891,,6,130608,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2016-05-03,4892,,6,129429,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:14 Diario:4024          EDUCACIÓN Y CULTURA,2016-05-03,4893,211.0,6,129429,PASA_COMISION
CRR,Texto proyecto inicial. Tomo:0 Página:28 Diario:4024,2016-05-03,4894,,6,129429,
CRR,Recepción por parte de Div.Comisiones.,2016-05-03,4895,,6,129429,
CRR,Se distribuye repartido. Rep.438/0   PDF    HÉCTOR GUTIÉRREZ RUIZ. Designación a la Escuela Nº 330 del departamento de Montevideo.,2016-05-03,4896,,6,129429,
CRR,Div.Comisiones envía a la Comisión. EDUCACIÓN Y CULTURA,2016-05-03,4897,211.0,6,129429,COMISION_ENTRADA
CRR,Se da cuenta en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 25.  Versión Taquigráfica: 527,2016-05-11,4898,211.0,6,129429,COMISION_ENTRADA
CRR,(Auto insertado) Entrada a CRR,2016-05-03,4899,,6,129429,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2015-11-17,4900,,6,127438,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:6 Diario:3999          ASUNTOS INTERNACIONALES,2015-11-17,4901,73.0,6,127438,PASA_COMISION
CRR,Texto proyecto inicial. Tomo:0 Página:14 Diario:3999,2015-11-17,4902,,6,127438,
CRR,Recepción por parte de Div.Comisiones.,2015-11-18,4903,,6,127438,
CRR,Se distribuye repartido. Rep.342/0   PDF    ATENTADOS TERRORISTAS PERPETRADOS EN PAIS EL 13 DE NOVIEMBRE DE 2015. Expresiòn de repudio ante los mismos y de solidaridad con el gobierno y el pueblo francés.,2015-11-18,4904,,6,127438,
CRR,Div.Comisiones envía a la Comisión. ASUNTOS INTERNACIONALES,2015-11-18,4905,73.0,6,127438,COMISION_ENTRADA
CRR,Div.Comisiones recibe de la Comisión. ASUNTOS INTERNACIONALES,2015-11-18,4906,73.0,6,127438,
CRR,Div.Comisiones eleva.,2015-11-18,4907,,6,127438,
CRR,"Moción de urgencia. Tomo:0 Página:31 Diario:4000          Votación: Afirmativo ( 68 en 69)  : Trobo Cabrera, Jaime Mario; Amarilla De Nicola, Gerardo Andrés",2015-11-18,4908,,6,127438,CAMARA_URGENCIA
CRR,Antecedentes. Tomo:0 Página:31 Diario:4000,2015-11-18,4909,,6,127438,
CRR,"Discusión. Tomo:0 Página:32 Diario:4000          Intervenciones: Gandini, Jorge  Pag. ini:38 Pag. fin:39
Mahía, José Carlos  Pag. ini:36 Pag. fin:37
Pérez, Carlos Hugo  Pag. ini:38 Pag. fin:38
Radío, Daniel  Pag. ini:39 Pag. fin:40
Trobo, Jaime Mario  Pag. ini:32 Pag. fin:36
Trobo, Jaime Mario  Pag. ini:40 Pag. fin:40
Viera Duarte, Tabaré  Pag. ini:37 Pag. fin:37",2015-11-18,4910,260.0,6,127438,CAMARA_DISCUSION
CRR,"Se aprueba Resolución. Tomo:0 Página:41 Diario:4000          Se remite al MRREE, y a las representaciones diplomáticas de Francia, Líbano, Egipto, Rusia, Turquía e Irak, y a los Parlamentos de los citados Estados.",2015-11-18,4911,,6,127438,CAMARA_APRUEBA
CRR,Texto aprobado. Tomo:0 Página:41 Diario:4000,2015-11-18,4912,,6,127438,
CRR,Recepción por parte de Archivo.  Folios: 17,2017-01-02,4913,,6,127438,PASE_ARCHIVO
CRR,(Auto insertado) Entrada a CRR,2015-11-17,4914,,6,127438,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2015-11-10,4915,,6,127266,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:7 Diario:3997          SALUD PÚBLICA Y ASISTENCIA SOCIAL,2015-11-10,4916,218.0,6,127266,PASA_COMISION
CRR,Texto proyecto inicial. Tomo:0 Página:8 Diario:3997,2015-11-10,4917,,6,127266,
CRR,Recepción por parte de Div.Comisiones.,2015-11-10,4918,,6,127266,
CRR,Se distribuye repartido. Rep.331/0      HTML     PDF    HABILITACIÓN DEL TÍTULO DE PSICÓLOGO. Modificación del artículo 3º de la Ley Nº 17154,2015-11-10,4919,,6,127266,
CRR,Div.Comisiones envía a la Comisión. SALUD PÚBLICA Y ASISTENCIA SOCIAL,2015-11-10,4920,218.0,6,127266,COMISION_ENTRADA
CRR,Se da cuenta en comisión. SALUD PÚBLICA Y ASISTENCIA SOCIAL Nro. de Acta: 23.  Versión Taquigráfica: 324,2015-11-11,4921,218.0,6,127266,COMISION_ENTRADA
CRR,(Auto insertado) Entrada a CRR,2015-11-10,4922,,6,127266,CAMARA_ENTRADA
CRR,Entrada a Cámara de Representantes.,2015-08-18,4923,,6,126052,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:8 Diario:3986          ESPECIAL DE DEPORTE,2015-08-18,4924,1098.0,6,126052,PASA_COMISION
CRR,Texto proyecto inicial. Tomo:0 Página:9 Diario:3986,2015-08-18,4925,,6,126052,
CRR,Recepción por parte de Div.Comisiones.,2015-08-19,4926,,6,126052,
CRR,Se distribuye repartido. Rep.270/0      HTML     PDF    DERECHO DE ADMINSIÓN Y PERMANENCIA EN ESPECTÀCULOS PÙBLICOS DEPORTIVOS ORGANIZADOS PORLA AUF Y/O LA FUB. Se establece que serà ejercido exclusivamente por el Ministerio del Interior,2015-08-19,4927,,6,126052,
CRR,Div.Comisiones envía a la Comisión. ESPECIAL DE DEPORTE,2015-08-19,4928,1098.0,6,126052,COMISION_ENTRADA
CRR,Se da cuenta en comisión. ESPECIAL DE DEPORTE Nro. de Acta: 6.,2015-09-01,4929,1098.0,6,126052,COMISION_ENTRADA
CRR,"Tratamiento en comisión. ESPECIAL DE DEPORTE Nro. de Acta: 8.  Se recibe al señor Representante Armando Castaingdebat, quien expone sobre el proyecto de ley.",2015-09-15,4930,1098.0,6,126052,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. ESPECIAL DE DEPORTE Nro. de Acta: 13.  Se recibe a una delegación de la Asociación Uruguaya de Fútbol (AUF), integrada por el miembro del Comité Ejecutivo economista Ignacio Alonso y el doctor Guillermo Piedra Cueva, asesor letrado. Los mismos se refirieron al tema y respondieron preguntas de los señores legisladores. Asimismo hicieron entrega de tres documentos elaborados por la AUF referidos a: 1) Código de seguridad en los espectáculos de fútbol AUF 2) Protocolo de Seguridad en los espectáculos futbolísticos AUF. 3)  Reglamento de actuación de Coordinadores y de los Cuerpos Auxiliares de Seguridad.",2015-12-01,4931,1098.0,6,126052,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. ESPECIAL DE DEPORTE Nro. de Acta: 17.  Se recibió a una delegación del Ministerio del Interior integrada por: licenciado Jorge Váquez, Subsecretario y el doctor Celestino Conde, Asesor.",2016-04-05,4932,1098.0,6,126052,COMISION_TRATAMIENTO
CRR,"Tratamiento en comisión. ESPECIAL DE DEPORTE Nro. de Acta: 20.   Se recibió a  una delegación de la Organización del Fútbol del Interior (OFI), integrada  por los señores: Gustavo Bares, Presidente; Eduardo Moseguí, Tesorero, maestro Martín Mernies, Vocal (Confederación del Litoral).",2016-05-10,4933,1098.0,6,126052,COMISION_TRATAMIENTO
